id,latitude,longitude,elevation,state,name,name_2,name_ru,boundary,admin_leve,ref,int_ref,name_ca,name_de,name_en,name_es,name_fr,name_hu,name_ja,name_lt,name_nl,name_pl,name_pt,name_sv,name_uk,name_vi,name_zh,alt_name,int_name,timezone,ISO3166-2,wikipedia,population,addr_count,is_in_coun,gost_7.67-,is_in_cont,official_s,populati_1,is_in_co_1,ref_en,name_fi,name_hr,name_no,name_sk,name_sr,oktmo_user,border_typ,name_af,name_az,name_be,name_cy,name_el,name_eo,name_hy,name_ka,name_kv,name_oc,name_os,name_sh,name_sw,name_tr,name_tt,website,name_bxr,name_kbd,name_mhr,name_myv,name_sah,name_be-ta,name_ce,name_cs,name_cv,name_et,name_ga,name_he,name_it,name_ko,name_ku,name_lv,name_mn,name_ms,name_ro,name_sl,name_uz,name_yi,name_dsb,name_hsb,name_szl,name_xal,alt_name_d,name_ar,name_ba,name_bg,name_bs,name_da,name_eu,name_fa,name_hi,name_id,name_kk,name_mk,name_mr,name_nn,name_se,name_ta,name_tg,name_tl,name_ur,name_ace,name_hak,name_kaa,name_lrc,name_pam,name_pnb,name_sco,name_udm,name_vep,name_war,name_zh-mi,note,name_crh,wikidata,wikipedia_,wikipedi_1,koatuu,ref_uk,name_la,flag,is_in,ref_ru,name_cu,alt_name_v,name_av,name_inh,name_krc,official_n,official_1,cladr_code,short_name,official_2,name_int,populati_2,name_krl,source,name_mrj,name_is,source_url,name_be-x-,gis-lab_st,official_3,official_4,official_5,official_6,official_7,place,name_ab,name_fy,name_lb,name_nb,name_ast,name_tzl,old_name,old_name_e,old_name_1,old_name_f,old_name_o,old_name_v,addr_postc,old_alt_na,name_koi,name_lbe,name_lez,name_az-cy,official_8,official_9,official10,official11,official12,official13,name_ky,ssrf_code,cadaster_c,omkte_code,addr_regio,alt_name_r,name_atv,alt_name_c,alt_name_e,alt_name_f,alt_name_n,name_sq,name_su,name_ug,name_tyv,official14,name_aba,name_nog,alt_name_s
RSM00034336,49.933,40.567,"84",,BOGUCAR,Âîðîíåæñêàÿ îáëàñòü,Âîðîíåæñêàÿ îáëàñòü,administrative,"4",RU-VOR,RU-VOR,Provincia de Voronej,Oblast Woronesch,Voronezh Oblast,Oblast de Voronezh,Oblast de Voronej,Voronyezsi terulet,,Voronezo sritis,Oblast Voronezj,Obwod woroneski,Oblast de Voronej,,Âîðîíåçüêà îáëàñòü,,,,Voronezh Oblast,Europe/Moscow,RU-VOR,ru:Âîðîíåæñêàÿ îáëàñòü,"2328008",RU,Russia,ÐÎÔ-ÂÎÐ,Europe,ru:îáëàñòü,,,,Voronezin alue,,,,Âîðîœåøêà îáëàñò,,region,,Voronej vilay?ti,Âàðîíåæñêàÿ âîáëàñöü,,?????????? ???????,,???????? ????,????????? ????,Âîðîíåæ îáëàñüò,,Âîðîíåæû îáë?ñò,,,Voronej Oblast?,Âîðîíåæ ?ëê?ñå,,,Âîðîíåæ îáëàñò,,,Âîðîíåæ óîáàëà?à,,Âîðîíåæàí îáëàñòü,,Âîðîíåæ îáëàce,,,???? ??????',Oblast' di Voronez,,,,Âîðîíåæ ìóæ,,,,,,,,,Âîðîíåæà ò?ã?ë?,,,Âîðîíåæ ?ëê??å,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028806,53.617,52.45,"87",,BUGURUSLAN,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028903,53,52.05,"81",,"BOROVOYE, WOOD FARM",Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028909,52.817,52.217,"80",,BUZULUK,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028916,52.933,54.75,"190",,SARLYK,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035011,52.4,53.1,"123",,SOROCINSK,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035015,52.083,53.633,"139",,NOVOSERGIEVKA,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035121,51.6831,55.1,"117",,ORENBURG,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035125,51.417,56.417,"131",,BELJAEVKA,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035127,51,55.6,"143",,AK-BULAK,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035133,51.5,59.9,"285",,ADAMOVKA,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00035233,50.75,59.65,"277",,DOMBAROVSKIJ,Îðåíáóðãñêàÿ îáëàñòü,Îðåíáóðãñêàÿ îáëàñòü,administrative,"4",RU-ORE,RU-ORE,Provincia d'Orenburg,Oblast Orenburg,Orenburg Oblast,Oblast de Oremburgo,Oblast d'Orenbourg,,,Orenburgo sritis,,Obwod orenburski,,,,,,,,Asia/Yekaterinburg,RU-ORE,ru:Îðåíáóðãñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÎÐÅ,,,,,,,,,,,,region,,,,,,,?????????? ????,,,,,,,,Ûðûíáóð ?ëê?ñå,,,,,,Îðåíáóðã óîáàëà?à,,,,,,,,Oblast' di Orenburg,,,,,,,,,,,,,Îðåíáóð?à ò?ã?ë?,,,Ûðûìáóð ?ëê??å,,,,,,,,Îðûíáîð îáëûñû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00027595,55.7331,49.2,"116",,KAZAN,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00027697,54.95,48.817,"156",,TETJUSI,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028506,55.77,52.0694,"152",,YELABUGA,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028517,55.6,53.1,"112",,MENZELINSK,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028601,55.317,50.617,"113",,CISTOPOL,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028611,55.317,53.2,"80",,MUSLJUMOVO,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028704,54.5,50.4,"78",,CULPANOVO,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00028711,54.583,52.8,"312",,BUGULMA,Òàòàðñòàí,Òàòàðñòàí,administrative,"4",RU-TA,RU-TA,Tatarstan,,Tatarstan,,,,,Tatarstanas,,Tatarstan,,,,,,Òàòàðèÿ,,Europe/Moscow,RU-TA,ru:Òàòàðñòàí,,RU,,ÐÎÔ-ÒÀÒ,,,,,,,,,,,"92000000",region,,,Òàòàðñòàí,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,Ðåñïóáëèêà Òàòàðñòàí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00034056,52.25,43.783,"213",,RTISCEVO,Ñàðàòîâñêàÿ îáëàñòü,Ñàðàòîâñêàÿ îáëàñòü,administrative,"4",RU-SAR,RU-SAR,Provincia de Saratov,Oblast Saratow,Saratov Oblast,Oblast de Saratov,Oblast de Saratov,Szaratovi terulet,?????,Saratovo sritis,Oblast Saratov,Obwod saratowski,Oblast de Saratov,Saratov oblast,Ñàðàòîâñüêà îáëàñòü,,?????,,,Europe/Volgograd,RU-SAR,ru:Ñàðàòîâñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÑÀÐ,,,,,,Saratovin alue,Saratovska oblast,Saratov oblast,Saratovska oblast,Ñàðàòîâñêà îáëàñò,,region,,Saratov vilay?ti,Ñàðàòà¢ñêàÿ âîáëàñöü,,?????????? ???????,Saratova provinco,???????? ????,????????? ????,Ñàðàòîâ îáëàñüò,,,Saratovska oblast,,Saratov Oblast?,Ñàðûòàó ?ëê?ñå,,,,,,Ñàðàòîâ óîáàëà?à,Ñàðàòà¢ñêàÿ âîáëàñüöü,Ñàðàòîâàí îáëàñòü,Saratovska oblast,Ñàðaòó îáëàce,,,???? ??????,Oblast' di Saratov,,,,,,Regiunea Saratov,Saratovska oblast,,,,,,Ñàðàòîâà ò?ã?ë?,,,,Ñàðàòîâñêà îáëàñò,Saratovska oblast,,Saratov oblasta,,,Oblast Saratov,,Ñàðàòîâñêà îáëàñò,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Saratoviensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00034063,52.283,45.4,"199",,PETROVSK,Ñàðàòîâñêàÿ îáëàñòü,Ñàðàòîâñêàÿ îáëàñòü,administrative,"4",RU-SAR,RU-SAR,Provincia de Saratov,Oblast Saratow,Saratov Oblast,Oblast de Saratov,Oblast de Saratov,Szaratovi terulet,?????,Saratovo sritis,Oblast Saratov,Obwod saratowski,Oblast de Saratov,Saratov oblast,Ñàðàòîâñüêà îáëàñòü,,?????,,,Europe/Volgograd,RU-SAR,ru:Ñàðàòîâñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÑÀÐ,,,,,,Saratovin alue,Saratovska oblast,Saratov oblast,Saratovska oblast,Ñàðàòîâñêà îáëàñò,,region,,Saratov vilay?ti,Ñàðàòà¢ñêàÿ âîáëàñöü,,?????????? ???????,Saratova provinco,???????? ????,????????? ????,Ñàðàòîâ îáëàñüò,,,Saratovska oblast,,Saratov Oblast?,Ñàðûòàó ?ëê?ñå,,,,,,Ñàðàòîâ óîáàëà?à,Ñàðàòà¢ñêàÿ âîáëàñüöü,Ñàðàòîâàí îáëàñòü,Saratovska oblast,Ñàðaòó îáëàce,,,???? ??????,Oblast' di Saratov,,,,,,Regiunea Saratov,Saratovska oblast,,,,,,Ñàðàòîâà ò?ã?ë?,,,,Ñàðàòîâñêà îáëàñò,Saratovska oblast,,Saratov oblasta,,,Oblast Saratov,,Ñàðàòîâñêà îáëàñò,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Saratoviensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00034069,51.867,45.033,"206",,ATKARSK,Ñàðàòîâñêàÿ îáëàñòü,Ñàðàòîâñêàÿ îáëàñòü,administrative,"4",RU-SAR,RU-SAR,Provincia de Saratov,Oblast Saratow,Saratov Oblast,Oblast de Saratov,Oblast de Saratov,Szaratovi terulet,?????,Saratovo sritis,Oblast Saratov,Obwod saratowski,Oblast de Saratov,Saratov oblast,Ñàðàòîâñüêà îáëàñòü,,?????,,,Europe/Volgograd,RU-SAR,ru:Ñàðàòîâñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÑÀÐ,,,,,,Saratovin alue,Saratovska oblast,Saratov oblast,Saratovska oblast,Ñàðàòîâñêà îáëàñò,,region,,Saratov vilay?ti,Ñàðàòà¢ñêàÿ âîáëàñöü,,?????????? ???????,Saratova provinco,???????? ????,????????? ????,Ñàðàòîâ îáëàñüò,,,Saratovska oblast,,Saratov Oblast?,Ñàðûòàó ?ëê?ñå,,,,,,Ñàðàòîâ óîáàëà?à,Ñàðàòà¢ñêàÿ âîáëàñüöü,Ñàðàòîâàí îáëàñòü,Saratovska oblast,Ñàðaòó îáëàce,,,???? ??????,Oblast' di Saratov,,,,,,Regiunea Saratov,Saratovska oblast,,,,,,Ñàðàòîâà ò?ã?ë?,,,,Ñàðàòîâñêà îáëàñò,Saratovska oblast,,Saratov oblasta,,,Oblast Saratov,,Ñàðàòîâñêà îáëàñò,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Saratoviensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSM00034072,52.333,46.367,"302",,KARABULAK,Ñàðàòîâñêàÿ îáëàñòü,Ñàðàòîâñêàÿ îáëàñòü,administrative,"4",RU-SAR,RU-SAR,Provincia de Saratov,Oblast Saratow,Saratov Oblast,Oblast de Saratov,Oblast de Saratov,Szaratovi terulet,?????,Saratovo sritis,Oblast Saratov,Obwod saratowski,Oblast de Saratov,Saratov oblast,Ñàðàòîâñüêà îáëàñòü,,?????,,,Europe/Volgograd,RU-SAR,ru:Ñàðàòîâñêàÿ îáëàñòü,,RU,,ÐÎÔ-ÑÀÐ,,,,,,Saratovin alue,Saratovska oblast,Saratov oblast,Saratovska oblast,Ñàðàòîâñêà îáëàñò,,region,,Saratov vilay?ti,Ñàðàòà¢ñêàÿ âîáëàñöü,,?????????? ???????,Saratova provinco,???????? ????,????????? ????,Ñàðàòîâ îáëàñüò,,,Saratovska oblast,,Saratov Oblast?,Ñàðûòàó ?ëê?ñå,,,,,,Ñàðàòîâ óîáàëà?à,Ñàðàòà¢ñêàÿ âîáëàñüöü,Ñàðàòîâàí îáëàñòü,Saratovska oblast,Ñàðaòó îáëàce,,,???? ??????,Oblast' di Saratov,,,,,,Regiunea Saratov,Saratovska oblast,,,,,,Ñàðàòîâà ò?ã?ë?,,,,Ñàðàòîâñêà îáëàñò,Saratovska oblast,,Saratov oblasta,,,Oblast Saratov,,Ñàðàòîâñêà îáëàñò,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Saratoviensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
