STATION,DATE,DP01,DP01_ATTRIBUTES,DP05,DP05_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
KZ000028676,1983,138,r,,,43,r,,,,,27,r,185,r,120,r,88,r,8,r,314," ,r",,
KZ000028676,1984,113,r,,,41,r,,,,,89,r,200,r,152,r,99,r,3,r,326," ,r",,
KZ000028676,1985,132,r,,,56,r,,,,,,,,,149,r,79,r,0,r,385.6," ,r",,
KZ000028676,1986,131,r,,,46,r,,,,,67,r,193,r,136,r,62,r,1,r,389.5," ,r",,
KZ000028676,1987,141,r,,,51,r,,,,,78,r,198,r,143,r,95,r,5,r,419.2," ,r",,
KZ000028676,1988,112,r,,,42,r,,,,,75,r,190,r,132,r,90,r,5,r,408," ,r",,
KZ000028676,1989,134,r,,,52,r,,,,,57,r,203,r,130,r,91,r,8,r,393.3," ,r",,
KZ000028676,1990,149,r,,,56,r,,,,,48,r,183,r,122,r,89,r,4,r,447.5," ,r",,
KZ000028676,1991,113,r,,,28,r,,,,,70,r,182,r,132,r,108,r,9,r,255.7," ,r",,
KZ000028676,1992,133,r,,,45,r,,,,,50,r,201,r,139,r,70,r,0,r,383.8," ,r",,
KZ000028676,1993,144,r,,,46,r,,,,,83,r,195,r,146,r,87,r,2,r,469.8," ,r",,
KZ000028676,1994,149,r,,,50,r,,,,,84,r,178,r,134,r,82,r,5,r,585," ,r",,
KZ000028676,1995,116,r,,,42,r,,,,,52,r,175,r,113,r,100,r,5,r,350.7," ,r",,
KZ000028676,1996,112,r,,,42,r,,,,,82,r,206,r,149,r,77,r,5,r,387," ,r",,
KZ000028676,1997,124,r,,,39,r,,,,,69,r,165,r,123,r,88,r,3,r,303.5," ,r",,
KZ000028676,1998,106,r,,,34,r,,,,,72,r,196,r,137,r,102,r,22,r,300.1," ,r",,
KZ000028676,1999,119,r,,,38,r,,,,,63,r,183,r,134,r,86,r,4,r,339.3," ,r",,
KZ000028676,2000,126,r,,,42,r,,,,,56,r,197,r,129,r,98,r,9,r,372.4," ,r",,
KZ000028676,2001,164,r,,,60,r,,,,,78,r,183,r,120,r,85,r,1,r,568.6," ,r",,
KZ000028676,2002,153,r,,,52,r,,,,,44,r,190,r,118,r,69,r,0,r,418.7," ,r",,
KZ000028676,2003,98,r,,,32,r,,,,,64,r,197,r,145,r,100,r,2,r,288.7," ,r",,
KZ000028676,2005,111,r,,,39,r,,,,,60,r,185,r,132,r,97,r,4,r,321.4," ,r",,
KZ000028687,1961,108,I,,,30,I,,,,,,,,,,,,,,,291.1," ,I",,
KZ000028687,1962,100,I,,,36,I,,,,,,,,,,,,,,,292.1," ,I",,
KZ000028687,1963,112,I,,,38,I,,,,,,,,,,,,,,,376.9," ,I",,
KZ000028687,1964,104,I,,,44,I,,,,,,,,,,,,,,,370.9," ,I",,
KZ000028687,1967,95,I,,,30,I,,,,,,,,,,,,,,,335.4," ,I",,
KZ000028687,1969,126,I,,,52,I,,,,,,,,,,,,,,,560.2," ,I",,
KZ000028687,1970,148,I,,,48,I,,,,,,,,,,,,,,,423.7," ,I",,
KZ000028687,1971,138,I,,,40,I,,,,,,,,,,,,,,,407.3," ,I",,
KZ000028687,1972,147,I,,,51,I,,,,,,,,,,,,,,,368.9," ,I",,
KZ000028687,1973,130,I,,,44,I,,,,,,,,,,,,,,,386.8," ,I",,
KZ000028687,1974,106,I,,,34,I,,,,,,,,,,,,,,,255.4," ,I",,
KZ000028687,1975,124,I,,,34,I,,,,,,,,,,,,,,,324," ,I",,
KZ000028687,1976,115,I,,,36,I,,,,,,,,,,,,,,,337.7," ,I",,
KZ000028687,1978,126,I,,,45,I,,,,,,,,,,,,,,,384.3," ,I",,
KZ000028687,1979,134,I,,,52,I,,,,,,,,,,,,,,,453.7," ,I",,
KZ000028687,1981,98,I,,,39,I,,,,,,,,,,,,,,,268," ,I",,
KZ000028687,1982,122,I,,,44,I,,,,,,,,,,,,,,,324.8," ,I",,
KZ000028687,1983,130,I,,,40,I,,,,,,,,,,,,,,,294," ,I",,
KZ000028687,1984,120,I,,,40,I,,,,,,,,,,,,,,,319," ,I",,
KZ000028687,1986,131,I,,,41,I,,,,,,,,,,,,,,,381.2," ,I",,
KZ000028766,1961,102,I,,,35,I,,,,,,,,,,,,,,,324.4," ,I",,
KZ000028766,1962,91,I,,,32,I,,,,,,,,,,,,,,,267.5," ,I",,
KZ000028766,1963,109,I,,,40,I,,,,,,,,,,,,,,,328.6," ,I",,
KZ000028766,1964,121,I,,,43,I,,,,,,,,,,,,,,,454.4," ,I",,
KZ000028766,1965,93,I,,,32,I,,,,,,,,,,,,,,,233.3," ,I",,
KZ000028766,1968,136,I,,,38,I,,,,,,,,,,,,,,,375.6," ,I",,
KZ000028766,1969,132,I,,,46,I,,,,,,,,,,,,,,,515.7," ,I",,
KZ000028766,1970,131,I,,,42,I,,,,,,,,,,,,,,,384," ,I",,
KZ000028766,1971,132,I,,,39,I,,,,,,,,,,,,,,,315.9," ,I",,
KZ000028766,1972,129,I,,,37,I,,,,,,,,,,,,,,,349.2," ,I",,
KZ000028766,1973,141,I,,,48,I,,,,,,,,,,,,,,,415.7," ,I",,
KZ000028766,1974,110,I,,,42,I,,,,,,,,,,,,,,,381.9," ,I",,
KZ000028766,1975,127,I,,,24,I,,,,,,,,,,,,,,,263.9," ,I",,
KZ000028766,1976,100,I,,,36,I,,,,,,,,,,,,,,,301.7," ,I",,
KZ000028766,1977,145,I,,,47,I,,,,,,,,,,,,,,,443.4," ,I",,
KZ000028766,1978,123,I,,,43,I,,,,,,,,,,,,,,,320.3," ,I",,
KZ000028766,1979,122,I,,,39,I,,,,,,,,,,,,,,,371.4," ,I",,
KZ000028766,1980,103,I,,,29,I,,,,,,,,,,,,,,,314.2," ,I",,
KZ000028766,1981,94,I,,,21,I,,,,,,,,,,,,,,,218.9," ,I",,
KZ000028766,1982,127,I,,,43,I,,,,,,,,,,,,,,,328.8," ,I",,
KZ000028766,1983,134,I,,,42,I,,,,,,,,,,,,,,,350.8," ,I",,
KZ000028766,1984,105,I,,,40,I,,,,,,,,,,,,,,,310.5," ,I",,
KZ000028766,1986,115,I,,,41,I,,,,,,,,,,,,,,,362.2," ,I",,
KZ000028766,1989,121,I,,,31,I,,,,,,,,,,,,,,,266.5," ,I",,
KZ000028775,1961,98,I,,,31,I,,,,,,,,,,,,,,,367.4," ,I",,
KZ000028775,1962,86,I,,,26,I,,,,,,,,,,,,,,,270.7," ,I",,
KZ000028775,1963,103,I,,,28,I,,,,,,,,,,,,,,,272.9," ,I",,
KZ000028775,1964,121,I,,,42,I,,,,,,,,,,,,,,,442.7," ,I",,
KZ000028775,1965,90,I,,,28,I,,,,,,,,,,,,,,,226.1," ,I",,
KZ000028775,1966,151,I,,,43,I,,,,,,,,,,,,,,,413.9," ,I",,
KZ000028775,1967,90,I,,,31,I,,,,,,,,,,,,,,,255.8," ,I",,
KZ000028775,1968,133,I,,,42,I,,,,,,,,,,,,,,,347.9," ,I",,
KZ000028775,1969,128,I,,,51,I,,,,,,,,,,,,,,,459.7," ,I",,
KZ000028775,1970,133,I,,,34,I,,,,,,,,,,,,,,,305.5," ,I",,
KZ000028775,1971,133,I,,,39,I,,,,,,,,,,,,,,,301.1," ,I",,
KZ000028775,1972,128,I,,,29,I,,,,,,,,,,,,,,,262.1," ,I",,
KZ000028775,1973,106,I,,,35,I,,,,,,,,,,,,,,,350.3," ,I",,
KZ000028775,1974,97,I,,,34,I,,,,,,,,,,,,,,,276.6," ,I",,
KZ000028775,1975,117,I,,,27,I,,,,,,,,,,,,,,,192.1," ,I",,
KZ000028775,1976,94,I,,,37,I,,,,,,,,,,,,,,,314.4," ,I",,
KZ000028775,1979,116,I,,,48,I,,,,,,,,,,,,,,,475," ,I",,
KZ000028775,1981,70,I,,,25,I,,,,,,,,,,,,,,,225.1," ,I",,
KZ000028775,1982,113,I,,,41,I,,,,,,,,,,,,,,,313.9," ,I",,
KZ000028775,1983,121,I,,,40,I,,,,,,,,,,,,,,,382.8," ,I",,
KZ000028775,1984,121,I,,,49,I,,,,,,,,,,,,,,,372.8," ,I",,
KZ000028775,1986,98,I,,,41,I,,,,,,,,,,,,,,,376.6," ,I",,
KZ000028779,1963,90,I,,,35,I,,,,,,,,,,,,,,,334.6," ,I",,
KZ000028779,1964,109,I,,,40,I,,,,,,,,,,,,,,,387.9," ,I",,
KZ000028779,1966,139,I,,,37,I,,,,,,,,,,,,,,,364.6," ,I",,
KZ000028779,1968,114,I,,,27,I,,,,,,,,,,,,,,,396.7," ,I",,
KZ000028779,1971,110,I,,,37,I,,,,,,,,,,,,,,,320.9," ,I",,
KZ000028779,1972,124,I,,,31,I,,,,,,,,,,,,,,,237.2," ,I",,
KZ000028779,1973,109,I,,,37,I,,,,,,,,,,,,,,,275.4," ,I",,
KZ000028779,1974,105,I,,,29,I,,,,,,,,,,,,,,,330.9," ,I",,
KZ000028779,1975,99,I,,,25,I,,,,,,,,,,,,,,,224.1," ,I",,
KZ000028779,1976,89,I,,,34,I,,,,,,,,,,,,,,,279.3," ,I",,
KZ000028779,1978,97,I,,,37,I,,,,,,,,,,,,,,,241," ,I",,
KZ000028779,1979,114,I,,,44,I,,,,,,,,,,,,,,,468.8," ,I",,
KZ000028779,1981,89,I,,,30,I,,,,,,,,,,,,,,,343.8," ,I",,
KZ000028779,1982,120,I,,,41,I,,,,,,,,,,,,,,,307.2," ,I",,
KZ000028779,1983,117,I,,,33,I,,,,,,,,,,,,,,,309.9," ,I",,
KZ000028779,1984,106,I,,,41,I,,,,,,,,,,,,,,,342.9," ,I",,
KZ000028779,1986,108,I,,,30,I,,,,,,,,,,,,,,,297.8," ,I",,
KZ000028785,1961,88,I,,,25,I,,,,,,,,,,,,,,,246.6," ,I",,
KZ000028785,1962,84,I,,,23,I,,,,,,,,,,,,,,,258.2," ,I",,
KZ000028785,1963,97,I,,,32,I,,,,,,,,,,,,,,,422.4," ,I",,
KZ000028785,1964,113,I,,,43,I,,,,,,,,,,,,,,,412," ,I",,
KZ000028785,1965,97,I,,,26,I,,,,,,,,,,,,,,,245.4," ,I",,
KZ000028785,1966,123,I,,,37,I,,,,,,,,,,,,,,,368.5," ,I",,
KZ000028785,1967,91,I,,,29,I,,,,,,,,,,,,,,,286.9," ,I",,
KZ000028785,1968,116,I,,,31,I,,,,,,,,,,,,,,,370.8," ,I",,
KZ000028785,1969,119,I,,,43,I,,,,,,,,,,,,,,,401.9," ,I",,
KZ000028785,1970,125,I,,,52,I,,,,,,,,,,,,,,,376.4," ,I",,
KZ000028785,1972,120,I,,,43,I,,,,,,,,,,,,,,,341.6," ,I",,
KZ000028785,1973,109,I,,,30,I,,,,,,,,,,,,,,,270.6," ,I",,
KZ000028785,1974,95,I,,,25,I,,,,,,,,,,,,,,,237.8," ,I",,
KZ000028785,1975,105,I,,,30,I,,,,,,,,,,,,,,,251.7," ,I",,
KZ000028785,1976,110,I,,,32,I,,,,,,,,,,,,,,,336.8," ,I",,
KZ000028785,1978,100,I,,,33,I,,,,,,,,,,,,,,,269.6," ,I",,
KZ000028785,1979,130,I,,,43,I,,,,,,,,,,,,,,,382.2," ,I",,
KZ000028785,1981,94,I,,,34,I,,,,,,,,,,,,,,,274.1," ,I",,
KZ000028785,1982,112,I,,,40,I,,,,,,,,,,,,,,,326.3," ,I",,
KZ000028785,1983,110,I,,,32,I,,,,,,,,,,,,,,,285.8," ,I",,
KZ000028785,1984,110,I,,,42,I,,,,,,,,,,,,,,,353.5," ,I",,
KZ000028785,1986,116,I,,,45,I,,,,,,,,,,,,,,,379.6," ,I",,
KZ000028863,1969,122,I,,,44,I,,,,,,,,,,,,,,,387.3," ,I",,
KZ000028863,1970,129,I,,,39,I,,,,,,,,,,,,,,,312.9," ,I",,
KZ000028863,1971,137,I,,,40,I,,,,,,,,,,,,,,,335.7," ,I",,
KZ000028863,1972,137,I,,,39,I,,,,,,,,,,,,,,,305.4," ,I",,
KZ000028863,1973,122,I,,,41,I,,,,,,,,,,,,,,,390.8," ,I",,
KZ000028863,1975,113,I,,,21,I,,,,,,,,,,,,,,,188.2," ,I",,
KZ000028863,1976,105,I,,,41,I,,,,,,,,,,,,,,,366.8," ,I",,
KZ000028863,1978,124,I,,,37,I,,,,,,,,,,,,,,,312.5," ,I",,
KZ000028863,1979,126,I,,,48,I,,,,,,,,,,,,,,,479.4," ,I",,
KZ000028863,1981,99,I,,,29,I,,,,,,,,,,,,,,,248.6," ,I",,
KZ000028863,1982,127,I,,,42,I,,,,,,,,,,,,,,,319.3," ,I",,
KZ000028863,1983,134,I,,,37,I,,,,,,,,,,,,,,,298.6," ,I",,
KZ000028863,1984,120,I,,,41,I,,,,,,,,,,,,,,,386.7," ,I",,
KZ000028863,1986,127,I,,,38,I,,,,,,,,,,,,,,,359.4," ,I",,
KZ000028868,1961,109,I,,,28,I,,,,,,,,,,,,,,,243.6," ,I",,
KZ000028868,1962,88,I,,,25,I,,,,,,,,,,,,,,,226.3," ,I",,
KZ000028868,1963,92,I,,,38,I,,,,,,,,,,,,,,,300.9," ,I",,
KZ000028868,1964,106,I,,,46,I,,,,,,,,,,,,,,,436.4," ,I",,
KZ000028868,1965,74,I,,,24,I,,,,,,,,,,,,,,,209.7," ,I",,
KZ000028868,1966,117,I,,,40,I,,,,,,,,,,,,,,,303.8," ,I",,
KZ000028868,1967,104,I,,,28,I,,,,,,,,,,,,,,,273.3," ,I",,
KZ000028868,1968,112,I,,,40,I,,,,,,,,,,,,,,,384.9," ,I",,
KZ000028868,1969,101,I,,,44,I,,,,,,,,,,,,,,,372," ,I",,
KZ000028868,1970,103,I,,,40,I,,,,,,,,,,,,,,,250.9," ,I",,
KZ000028868,1971,107,I,,,23,I,,,,,,,,,,,,,,,262.5," ,I",,
KZ000028868,1972,124,I,,,37,I,,,,,,,,,,,,,,,288.5," ,I",,
KZ000028868,1973,116,I,,,36,I,,,,,,,,,,,,,,,320.6," ,I",,
KZ000028868,1974,102,I,,,24,I,,,,,,,,,,,,,,,224.9," ,I",,
KZ000028868,1975,108,I,,,19,I,,,,,,,,,,,,,,,184.3," ,I",,
KZ000028868,1976,103,I,,,40,I,,,,,,,,,,,,,,,348.5," ,I",,
KZ000028868,1978,100,I,,,34,I,,,,,,,,,,,,,,,239," ,I",,
KZ000028868,1979,107,I,,,44,I,,,,,,,,,,,,,,,437.7," ,I",,
KZ000028868,1981,93,I,,,34,I,,,,,,,,,,,,,,,294," ,I",,
KZ000028868,1982,110,I,,,38,I,,,,,,,,,,,,,,,277.8," ,I",,
KZ000028868,1983,110,I,,,26,I,,,,,,,,,,,,,,,279.4," ,I",,
KZ000028868,1984,114,I,,,40,I,,,,,,,,,,,,,,,339.9," ,I",,
KZ000028868,1986,100,I,,,29,I,,,,,,,,,,,,,,,393.7," ,I",,
KZ000028873,1962,81,I,,,24,I,,,,,,,,,,,,,,,238.3," ,I",,
KZ000028873,1963,100,I,,,40,I,,,,,,,,,,,,,,,416.2," ,I",,
KZ000028873,1964,105,I,,,37,I,,,,,,,,,,,,,,,317.7," ,I",,
KZ000028873,1978,97,I,,,28,I,,,,,,,,,,,,,,,262.1," ,I",,
KZ000028873,1979,123,I,,,51,I,,,,,,,,,,,,,,,476.9," ,I",,
KZ000028873,1981,91,I,,,34,I,,,,,,,,,,,,,,,290.7," ,I",,
KZ000028873,1982,117,I,,,42,I,,,,,,,,,,,,,,,318.9," ,I",,
KZ000028873,1983,125,I,,,39,I,,,,,,,,,,,,,,,331.8," ,I",,
KZ000028873,1984,132,I,,,39,I,,,,,,,,,,,,,,,400.9," ,I",,
KZ000028873,1986,130,I,,,35,I,,,,,,,,,,,,,,,325.5," ,I",,
KZ000028877,1963,104,I,,,42,I,,,,,,,,,,,,,,,391.2," ,I",,
KZ000028877,1965,105,I,,,25,I,,,,,,,,,,,,,,,232.2," ,I",,
KZ000028877,1968,131,I,,,44,I,,,,,,,,,,,,,,,438.8," ,I",,
KZ000028877,1969,125,I,,,46,I,,,,,,,,,,,,,,,356.2," ,I",,
KZ000028877,1970,128,I,,,39,I,,,,,,,,,,,,,,,337.6," ,I",,
KZ000028877,1971,142,I,,,42,I,,,,,,,,,,,,,,,366.9," ,I",,
KZ000028877,1972,153,I,,,38,I,,,,,,,,,,,,,,,339," ,I",,
KZ000028877,1973,132,I,,,45,I,,,,,,,,,,,,,,,393.2," ,I",,
KZ000028877,1974,112,I,,,33,I,,,,,,,,,,,,,,,302.2," ,I",,
KZ000028877,1975,142,I,,,32,I,,,,,,,,,,,,,,,293.1," ,I",,
KZ000028877,1976,123,I,,,33,I,,,,,,,,,,,,,,,392.5," ,I",,
KZ000028877,1978,125,I,,,41,I,,,,,,,,,,,,,,,359.4," ,I",,
KZ000028877,1979,135,I,,,48,I,,,,,,,,,,,,,,,526.1," ,I",,
KZ000028877,1980,116,I,,,40,I,,,,,,,,,,,,,,,401.4," ,I",,
KZ000028877,1981,109,I,,,45,I,,,,,,,,,,,,,,,396.9," ,I",,
KZ000028877,1982,146,I,,,62,I,,,,,,,,,,,,,,,499.7," ,I",,
KZ000028877,1983,133,I,,,42,I,,,,,,,,,,,,,,,365.1," ,I",,
KZ000028877,1984,112,I,,,47,I,,,,,,,,,,,,,,,395.3," ,I",,
KZ000028877,1986,142,I,,,34,I,,,,,,,,,,,,,,,381.3," ,I",,
KZ000028884,1966,133,I,,,34,I,,,,,,,,,,,,,,,362.7," ,I",,
KZ000028884,1967,88,I,,,38,I,,,,,,,,,,,,,,,376.5," ,I",,
KZ000028884,1968,108,I,,,26,I,,,,,,,,,,,,,,,305," ,I",,
KZ000028884,1969,116,I,,,38,I,,,,,,,,,,,,,,,380.2," ,I",,
KZ000028884,1970,107,I,,,37,I,,,,,,,,,,,,,,,285.7," ,I",,
KZ000028884,1971,113,I,,,40,I,,,,,,,,,,,,,,,333.9," ,I",,
KZ000028884,1972,118,I,,,32,I,,,,,,,,,,,,,,,312," ,I",,
KZ000028884,1973,86,I,,,25,I,,,,,,,,,,,,,,,225.1," ,I",,
KZ000028884,1974,96,I,,,34,I,,,,,,,,,,,,,,,280," ,I",,
KZ000028884,1975,97,I,,,26,I,,,,,,,,,,,,,,,247.7," ,I",,
KZ000028884,1976,92,I,,,32,I,,,,,,,,,,,,,,,265.5," ,I",,
KZ000028884,1978,94,I,,,31,I,,,,,,,,,,,,,,,284.2," ,I",,
KZ000028884,1979,125,I,,,41,I,,,,,,,,,,,,,,,431.3," ,I",,
KZ000028884,1981,87,I,,,33,I,,,,,,,,,,,,,,,315.8," ,I",,
KZ000028884,1982,105,I,,,41,I,,,,,,,,,,,,,,,308.4," ,I",,
KZ000028884,1983,102,I,,,30,I,,,,,,,,,,,,,,,277," ,I",,
KZ000028884,1984,114,I,,,53,I,,,,,,,,,,,,,,,463.4," ,I",,
KZ000028884,1986,101,I,,,37,I,,,,,,,,,,,,,,,273.7," ,I",,
KZ000028886,1961,103,I,,,29,I,,,,,,,,,,,,,,,392.3," ,I",,
KZ000028886,1962,78,I,,,20,I,,,,,,,,,,,,,,,179," ,I",,
KZ000028886,1963,89,I,,,33,I,,,,,,,,,,,,,,,299.5," ,I",,
KZ000028886,1964,83,I,,,37,I,,,,,,,,,,,,,,,303.6," ,I",,
KZ000028886,1966,103,I,,,31,I,,,,,,,,,,,,,,,322.9," ,I",,
KZ000028886,1968,99,I,,,36,I,,,,,,,,,,,,,,,270.7," ,I",,
KZ000028886,1969,110,I,,,34,I,,,,,,,,,,,,,,,246.9," ,I",,
KZ000028886,1970,107,I,,,38,I,,,,,,,,,,,,,,,305.8," ,I",,
KZ000028886,1971,123,I,,,43,I,,,,,,,,,,,,,,,297.7," ,I",,
KZ000028886,1972,131,I,,,35,I,,,,,,,,,,,,,,,322," ,I",,
KZ000028886,1973,96,I,,,34,I,,,,,,,,,,,,,,,250.9," ,I",,
KZ000028886,1974,91,I,,,38,I,,,,,,,,,,,,,,,303," ,I",,
KZ000028886,1975,116,I,,,33,I,,,,,,,,,,,,,,,326.5," ,I",,
KZ000028886,1976,102,I,,,31,I,,,,,,,,,,,,,,,243.3," ,I",,
KZ000028886,1978,92,I,,,27,I,,,,,,,,,,,,,,,236," ,I",,
KZ000028886,1979,116,I,,,47,I,,,,,,,,,,,,,,,392.5," ,I",,
KZ000028886,1981,93,I,,,30,I,,,,,,,,,,,,,,,244.3," ,I",,
KZ000028886,1982,117,I,,,50,I,,,,,,,,,,,,,,,397.6," ,I",,
KZ000028886,1983,114,I,,,47,I,,,,,,,,,,,,,,,358.4," ,I",,
KZ000028886,1984,106,I,,,45,I,,,,,,,,,,,,,,,448.6," ,I",,
KZ000028886,1986,102,I,,,38,I,,,,,,,,,,,,,,,425.5," ,I",,
KZ000028886,1989,100,I,,,37,I,,,,,,,,,,,,,,,335.5," ,I",,
KZ000028888,1966,127,I,,,33,I,,,,,,,,,,,,,,,310.4," ,I",,
KZ000028888,1967,92,I,,,28,I,,,,,,,,,,,,,,,283.1," ,I",,
KZ000028888,1968,102,I,,,30,I,,,,,,,,,,,,,,,272," ,I",,
KZ000028888,1969,108,I,,,38,I,,,,,,,,,,,,,,,337.2," ,I",,
KZ000028888,1970,118,I,,,40,I,,,,,,,,,,,,,,,291.9," ,I",,
KZ000028888,1971,108,I,,,43,I,,,,,,,,,,,,,,,342.9," ,I",,
KZ000028888,1973,96,I,,,31,I,,,,,,,,,,,,,,,258.1," ,I",,
KZ000028888,1974,87,I,,,29,I,,,,,,,,,,,,,,,237.9," ,I",,
KZ000028888,1975,99,I,,,35,I,,,,,,,,,,,,,,,310.9," ,I",,
KZ000028888,1976,104,I,,,31,I,,,,,,,,,,,,,,,270," ,I",,
KZ000028888,1978,79,I,,,24,I,,,,,,,,,,,,,,,230.1," ,I",,
KZ000028888,1979,116,I,,,45,I,,,,,,,,,,,,,,,421," ,I",,
KZ000028888,1981,88,I,,,28,I,,,,,,,,,,,,,,,233.1," ,I",,
KZ000028888,1982,111,I,,,43,I,,,,,,,,,,,,,,,367.6," ,I",,
KZ000028888,1983,94,I,,,26,I,,,,,,,,,,,,,,,265.9," ,I",,
KZ000028888,1984,123,I,,,46,I,,,,,,,,,,,,,,,379.8," ,I",,
KZ000028888,1986,107,I,,,25,I,,,,,,,,,,,,,,,253," ,I",,
KZ000028894,1972,126,I,,,31,I,,,,,,,,,,,,,,,283.7," ,I",,
KZ000028894,1974,99,I,,,30,I,,,,,,,,,,,,,,,275," ,I",,
KZ000028894,1976,107,I,,,33,I,,,,,,,,,,,,,,,307.2," ,I",,
KZ000028894,1981,85,I,,,24,I,,,,,,,,,,,,,,,177," ,I",,
KZ000028894,1982,106,I,,,33,I,,,,,,,,,,,,,,,250.6," ,I",,
KZ000028894,1983,117,I,,,34,I,,,,,,,,,,,,,,,286.5," ,I",,
KZ000028894,1984,113,I,,,47,I,,,,,,,,,,,,,,,396.4," ,I",,
KZ000028894,1986,106,I,,,35,I,,,,,,,,,,,,,,,318.8," ,I",,
KZ000028966,1961,103,I,,,33,I,,,,,,,,,,,,,,,272.7," ,I",,
KZ000028966,1963,95,I,,,40,I,,,,,,,,,,,,,,,311.5," ,I",,
KZ000028966,1965,74,I,,,17,I,,,,,,,,,,,,,,,153.9," ,I",,
KZ000028966,1975,119,S,,,25,S,,,,,,,,,,,,,,,218.3," ,S",,
KZ000028966,1977,123,I,,,46,I,,,,,,,,,,,,,,,411.3," ,I",,
KZ000028966,1978,105,I,,,29,I,,,,,,,,,,,,,,,316.5," ,I",,
KZ000028966,1979,122,I,,,47,I,,,,,,,,,,,,,,,478.3," ,I",,
KZ000028966,1980,91,I,,,28,I,,,,,,,,,,,,,,,245.4," ,I",,
KZ000028966,1981,105,I,,,45,I,,,,,,,,,,,,,,,316.2," ,I",,
KZ000028966,1982,131,I,,,55,I,,,,,,,,,,,,,,,465.7," ,I",,
KZ000028966,1983,115,I,,,33,I,,,,,,,,,,,,,,,319.6," ,I",,
KZ000028966,1984,97,I,,,37,I,,,,,,,,,,,,,,,284.9," ,I",,
KZ000028966,1986,107,I,,,33,I,,,,,,,,,,,,,,,341.4," ,I",,
KZ000028975,1966,145,I,,,47,I,,,,,,,,,,,,,,,365.4," ,I",,
KZ000028975,1967,118,I,,,41,I,,,,,,,,,,,,,,,355.9," ,I",,
KZ000028975,1968,135,I,,,38,I,,,,,,,,,,,,,,,350.7," ,I",,
KZ000028975,1969,129,I,,,44,I,,,,,,,,,,,,,,,355," ,I",,
KZ000028975,1971,137,I,,,38,I,,,,,,,,,,,,,,,379.3," ,I",,
KZ000028975,1972,152,I,,,38,I,,,,,,,,,,,,,,,317.6," ,I",,
KZ000028975,1973,134,I,,,51,I,,,,,,,,,,,,,,,431," ,I",,
KZ000028975,1974,112,I,,,37,I,,,,,,,,,,,,,,,293," ,I",,
KZ000028975,1976,109,I,,,33,I,,,,,,,,,,,,,,,329," ,I",,
KZ000028975,1978,122,I,,,33,I,,,,,,,,,,,,,,,313," ,I",,
KZ000028975,1979,134,I,,,50,I,,,,,,,,,,,,,,,458.1," ,I",,
KZ000028975,1981,105,I,,,38,I,,,,,,,,,,,,,,,272.2," ,I",,
KZ000028975,1982,138,I,,,43,I,,,,,,,,,,,,,,,394," ,I",,
KZ000028975,1983,140,I,,,45,I,,,,,,,,,,,,,,,344.9," ,I",,
KZ000028975,1984,121,I,,,43,I,,,,,,,,,,,,,,,360.2," ,I",,
KZ000028975,1986,117,I,,,39,I,,,,,,,,,,,,,,,331," ,I",,
KZ000028986,1961,87,I,,,32,I,,,,,,,,,,,,,,,303.5," ,I",,
KZ000028986,1962,78,I,,,28,I,,,,,,,,,,,,,,,241," ,I",,
KZ000028986,1963,84,I,,,38,I,,,,,,,,,,,,,,,303.7," ,I",,
KZ000028986,1964,83,I,,,28,I,,,,,,,,,,,,,,,269.4," ,I",,
KZ000028986,1965,81,I,,,22,I,,,,,,,,,,,,,,,197.8," ,I",,
KZ000028986,1966,106,I,,,26,I,,,,,,,,,,,,,,,221.3," ,I",,
KZ000028986,1967,92,I,,,30,I,,,,,,,,,,,,,,,323.5," ,I",,
KZ000028986,1968,94,I,,,30,I,,,,,,,,,,,,,,,282.5," ,I",,
KZ000028986,1969,104,I,,,43,I,,,,,,,,,,,,,,,374.9," ,I",,
KZ000028986,1970,98,I,,,42,I,,,,,,,,,,,,,,,341.3," ,I",,
KZ000028986,1972,129,I,,,29,I,,,,,,,,,,,,,,,315.6," ,I",,
KZ000028986,1973,107,I,,,29,I,,,,,,,,,,,,,,,277," ,I",,
KZ000028986,1974,104,I,,,29,I,,,,,,,,,,,,,,,281.3," ,I",,
KZ000028986,1976,79,I,,,29,I,,,,,,,,,,,,,,,252.1," ,I",,
KZ000028986,1978,91,I,,,26,I,,,,,,,,,,,,,,,228.3," ,I",,
KZ000028986,1979,97,I,,,40,I,,,,,,,,,,,,,,,335.9," ,I",,
KZ000028986,1981,86,I,,,31,I,,,,,,,,,,,,,,,228.4," ,I",,
KZ000028986,1982,99,I,,,32,I,,,,,,,,,,,,,,,307.5," ,I",,
KZ000028986,1983,99,I,,,28,I,,,,,,,,,,,,,,,222.4," ,I",,
KZ000028986,1984,128,I,,,36,I,,,,,,,,,,,,,,,349.4," ,I",,
KZ000028986,1986,114,I,,,31,I,,,,,,,,,,,,,,,270.6," ,I",,
KZ000028997,1966,134,I,,,25,I,,,,,,,,,,,,,,,243.2," ,I",,
