STATION,DATE,DP01,DP01_ATTRIBUTES,DP05,DP05_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
UPM00033377,2000,145,r,,,62,r,,,,,3,r,106,r,40,r,108,r,3,r,708.5," ,r",,
UPM00033377,2001,143,r,,,70,r,,,,,3,r,126,r,56,r,98,r,8,r,629.9," ,r",,
UPM00033377,2002,129,r,,,63,r,,,,,6,r,113,r,48,r,108,r,12,r,609," ,r",,
UPM00033377,2003,129,r,,,62,r,,,,,8,r,143,r,63,r,117,r,0,r,667.9," ,r",,
UPM00033377,2004,155,r,,,72,r,,,,,1,r,110,r,59,r,97,r,0,r,618.6," ,r",,
UPM00033377,2005,133,r,,,59,r,,,,,0,r,123,r,56,r,123,r,3,r,673.3," ,r",,
UPM00033377,2006,150,E,,,65,E,,,,,14,E,111,E,62,E,98,E,1,E,680.7," ,E",,
UPM00033377,2007,141,E,,,54,E,,,,,3,E,102,E,45,E,127,E,18,E,525.8," ,E",,
UPM00033377,2008,133,E,,,62,E,,,,,1,E,97,E,48,E,103,E,7,E,590.7," ,E",,
UPM00033377,2009,146,E,,,70,E,,,,,5,E,102,E,50,E,119,E,8,E,623.8," ,E",,
UPM00033377,2010,140,E,,,63,E,,,,,7,E,116,E,65,E,126,E,31,E,617.6," ,E",,
UPM00033377,2011,113,E,,,44,E,,,,,3,E,130,E,59,E,129,E,1,E,464.9," ,E",,
UPM00033377,2012,138,E,,,70,E,,,,,12,E,112,E,69,E,144,E,12,E,649.1," ,E",,
UPM00033377,2013,149,E,,,67,E,,,,,1,E,114,E,47,E,126,E,4,E,568.5," ,E",,
UPM00033377,2014,110,E,,,48,E,,,,,5,E,106,E,43,E,127,E,8,E,468.6," ,E",,
UPM00033377,2015,108,E,,,56,E,,,,,2,E,104,E,32,E,128,E,9,E,543," ,E",,
UPM00033377,2016,153,E,,,84,E,,,,,4,E,120,E,48,E,122,E,6,E,855.5," ,E",,
UPM00033377,2017,137,E,,,61,E,,,,,4,E,90,E,40,E,120,E,13,E,544.7," ,E",,
UPM00033377,2018,120,E,,,70,E,,,,,0,E,133,E,70,E,145,E,2,E,710," ,E",,
UPM00033377,2019,128,E,,,52,E,,,,,0,E,101,E,35,E,136,E,5,E,400.3," ,E",,
UPM00033495,1963,107,I,,,44,I,,,,,,,,,,,,,,,459.2," ,I",,
UPM00033495,1964,94,I,,,36,I,,,,,,,,,,,,,,,339.1," ,I",,
UPM00033495,1966,152,I,,,79,I,,,,,,,,,,,,,,,647.5," ,I",,
UPM00033495,1967,143,I,,,62,I,,,,,,,,,,,,,,,528.6," ,I",,
UPM00033495,1968,127,I,,,50,I,,,,,,,,,,,,,,,451.5," ,I",,
UPM00033495,1969,120,I,,,56,I,,,,,,,,,,,,,,,520.2," ,I",,
UPM00033495,1970,150,I,,,57,I,,,,,,,,,,,,,,,563.4," ,I",,
UPM00033495,1971,135,I,,,57,I,,,,,,,,,,,,,,,548.8," ,I",,
UPM00033495,1972,88,I,,,39,I,,,,,,,,,,,,,,,377.8," ,I",,
UPM00033495,1973,129,I,,,57,I,,,,,,,,,,,,,,,481.4," ,I",,
UPM00033495,1974,120,I,,,54,I,,,,,,,,,,,,,,,450.8," ,I",,
UPM00033495,1979,128,I,,,55,I,,,,,,,,,,,,,,,464.5," ,I",,
UPM00033495,1980,144,I,,,71,I,,,,,,,,,,,,,,,694," ,I",,
UPM00033495,1982,99,I,,,41,I,,,,,,,,,,,,,,,379.8," ,I",,
UPM00033495,1984,111,I,,,46,I,,,,,,,,,,,,,,,471.4," ,I",,
UPM00033495,1985,129,I,,,68,I,,,,,,,,,,,,,,,568.6," ,I",,
UPM00033495,1986,103,I,,,53,I,,,,,,,,,,,,,,,435.3," ,I",,
UPM00033495,1987,112,I,,,42,I,,,,,,,,,,,,,,,373.3," ,I",,
UPM00033495,1988,124,I,,,65,I,,,,,,,,,,,,,,,698.4," ,I",,
UPM00033495,1989,119,I,,,51,I,,,,,,,,,,,,,,,411.7," ,I",,
UPM00033495,1990,117,I,,,53,I,,,,,,,,,,,,,,,498.6," ,I",,
UPM00033506,1961,55,E,,,22,E,,,,,4,E,118,E,52,E,106,E,11,E,186.6," ,E",,
UPM00033506,1962,54,E,,,22,E,,,,,3,E,129,E,66,E,107,E,7,E,225.4," ,E",,
UPM00033506,1963,,,,,,,,,,,33,E,138,E,96,E,132,E,10,E,,,,
UPM00033506,1964,55,E,,,25,E,,,,,19,E,123,E,81,E,104,E,1,E,196.1," ,E",,
UPM00033506,1965,73,E,,,39,E,,,,,7,E,141,E,78,E,97,E,1,E,331.5," ,E",,
UPM00033506,1966,96,E,,,46,E,,,,,3,E,102,E,45,E,117,E,11,E,429.7," ,E",,
UPM00033506,1967,88,E,,,36,E,,,,,24,E,129,E,85,E,126,E,3,E,269.2," ,E",,
UPM00033506,1968,73,E,,,25,E,,,,,17,E,137,E,72,E,123,E,3,E,198.3," ,E",,
UPM00033506,1969,63,E,,,27,E,,,,,21,E,133,E,89,E,104,E,8,E,265.1," ,E",,
UPM00033506,1970,76,E,,,38,E,,,,,6,E,125,E,62,E,104,E,5,E,409," ,E",,
UPM00033506,1971,71,E,,,31,E,,,,,0,E,133,E,53,E,102,E,1,E,250.1," ,E",,
UPM00033506,1972,61,E,,,31,E,,,,,25,E,130,E,71,E,127,E,16,E,337," ,E",,
UPM00033506,1973,63,E,,,30,E,,,,,8,E,137,E,55,E,94,E,1,E,266," ,E",,
UPM00033506,1974,61,E,,,25,E,,,,,0,E,119,E,43,E,101,E,1,E,195," ,E",,
UPM00033506,1975,57,E,,,27,E,,,,,0,E,135,E,44,E,145,E,13,E,182.2," ,E",,
UPM00033506,1976,62,E,,,25,E,,,,,22,E,147,E,81,E,78,E,0,E,248.8," ,E",,
UPM00033506,1977,71,E,,,40,E,,,,,9,E,120,E,63,E,101,E,0,E,329," ,E",,
UPM00033506,1978,89,E,,,47,E,,,,,11,E,117,E,68,E,73,E,0,E,484.3," ,E",,
UPM00033506,1979,75,E,,,37,E,,,,,7,E,128,E,59,E,119,E,4,E,359.8," ,E",,
UPM00033506,1980,84,E,,,40,E,,,,,9,E,140,E,83,E,85,E,0,E,382.8," ,E",,
UPM00033506,1981,90,E,,,48,E,,,,,0,E,123,E,44,E,114,E,13,E,536.5," ,E",,
UPM00033506,1982,60,E,,,28,E,,,,,2,E,127,E,54,E,98,E,0,E,265.1," ,E",,
UPM00033506,1983,53,E,,,27,E,,,,,2,E,112,E,58,E,123,E,0,E,195.3," ,E",,
UPM00033506,1984,57,E,,,33,E,,,,,1,E,128,E,80,E,109,E,1,E,311.4," ,E",,
UPM00033506,1985,84,E,,,35,E,,,,,29,E,136,E,87,E,98,E,0,E,378," ,E",,
UPM00033506,1986,56,E,,,33,E,,,,,1,E,138,E,68,E,125,E,6,E,264.5," ,E",,
UPM00033506,1987,47,E,,,22,E,,,,,20,E,167,E,99,E,87,E,1,E,147.6," ,E",,
UPM00033506,1988,69,E,,,36,E,,,,,12,E,142,E,68,E,106,E,0,E,334.8," ,E",,
UPM00033506,1989,72,E,,,30,E,,,,,3,E,97,E,29,E,117,E,2,E,293," ,E",,
UPM00033506,1990,72,E,,,36,E,,,,,0,E,88,E,28,E,91,E,0,E,323.6," ,E",,
UPM00033506,1995,,,,,,,,,,,,,,,55,E,107,E,1,E,,,,
UPM00033506,1996,122,E,,,64,E,,,,,10,E,120,E,85,E,114,E,9,E,628," ,E",,
UPM00033506,1997,138,E,,,81,E,,,,,8,E,123,E,64,E,101,E,0,E,750.8," ,E",,
UPM00033506,1998,133,E,,,65,E,,,,,5,E,129,E,76,E,119,E,7,E,563," ,E",,
UPM00033506,1999,115,E,,,53,E,,,,,1,E,126,E,43,E,128,E,16,E,484.3," ,E",,
UPM00033506,2000,118,E,,,53,E,,,,,2,E,111,E,42,E,119,E,3,E,452," ,E",,
UPM00033506,2001,137,E,,,74,E,,,,,1,E,120,E,54,E,101,E,14,E,781," ,E",,
UPM00033506,2002,118,E,,,54,E,,,,,5,E,100,E,48,E,118,E,14,E,532.2," ,E",,
UPM00033506,2003,116,E,,,62,E,,,,,9,E,141,E,66,E,126,E,2,E,672.7," ,E",,
UPM00033506,2004,140,E,,,73,E,,,,,2,E,103,E,51,E,96,E,0,E,745.7," ,E",,
UPM00033506,2005,115,E,,,55,E,,,,,2,E,119,E,52,E,128,E,5,E,546.3," ,E",,
UPM00033506,2006,119,E,,,52,E,,,,,17,E,111,E,62,E,117,E,6,E,490.9," ,E",,
UPM00033506,2007,119,E,,,50,E,,,,,2,E,104,E,35,E,124,E,18,E,649.9," ,E",,
UPM00033506,2008,109,E,,,58,E,,,,,2,E,99,E,53,E,106,E,10,E,498.6," ,E",,
UPM00033506,2009,134,E,,,69,E,,,,,5,E,107,E,48,E,119,E,9,E,668.6," ,E",,
UPM00033506,2010,116,E,,,70,E,,,,,7,E,115,E,64,E,132,E,35,E,639.2," ,E",,
UPM00033506,2011,109,E,,,49,E,,,,,6,E,127,E,60,E,137,E,5,E,550," ,E",,
UPM00033506,2012,121,E,,,60,E,,,,,13,E,113,E,71,E,147,E,22,E,648.3," ,E",,
UPM00033506,2014,,,,,,,,,,,,,,,43,S,136,S,14,S,,,,
UPM00033615,1961,93,I,,,35,I,,,,,,,,,,,,,,,302.7," ,I",,
UPM00033615,1962,93,I,,,39,I,,,,,,,,,,,,,,,381.3," ,I",,
UPM00033615,1963,105,I,,,51,I,,,,,,,,,,,,,,,441.4," ,I",,
UPM00033615,1964,90,I,,,34,I,,,,,,,,,,,,,,,353.4," ,I",,
UPM00033615,1977,139,I,,,73,I,,,,,,,,,,,,,,,779.1," ,I",,
UPM00033615,1979,124,I,,,57,I,,,,,,,,,,,,,,,527," ,I",,
UPM00033615,1980,147,I,,,78,I,,,,,,,,,,,,,,,764," ,I",,
UPM00033615,1981,131,I,,,66,I,,,,,,,,,,,,,,,646.4," ,I",,
UPM00033615,1982,95,I,,,38,I,,,,,,,,,,,,,,,344.6," ,I",,
UPM00033615,1984,121,I,,,52,I,,,,,,,,,,,,,,,544.9," ,I",,
UPM00033615,1985,122,I,,,60,I,,,,,,,,,,,,,,,609.4," ,I",,
UPM00033615,1986,99,I,,,44,I,,,,,,,,,,,,,,,448.3," ,I",,
UPM00033615,1987,109,I,,,49,I,,,,,,,,,,,,,,,423.9," ,I",,
UPM00033615,1988,133,I,,,61,I,,,,,,,,,,,,,,,534," ,I",,
UPM00033615,1990,109,I,,,54,I,,,,,,,,,,,,,,,539.4," ,I",,
UPM00033621,1961,112,I,,,47,I,,,,,,,,,,,,,,,407.3," ,I",,
UPM00033621,1962,103,I,,,40,I,,,,,,,,,,,,,,,330.2," ,I",,
UPM00033621,1963,124,I,,,48,I,,,,,,,,,,,,,,,401.4," ,I",,
UPM00033621,1964,92,I,,,40,I,,,,,,,,,,,,,,,433," ,I",,
UPM00033621,1965,115,I,,,62,I,,,,,,,,,,,,,,,517.6," ,I",,
UPM00033621,1966,161,I,,,80,I,,,,,,,,,,,,,,,660.5," ,I",,
UPM00033621,1967,157,I,,,71,I,,,,,,,,,,,,,,,495.8," ,I",,
UPM00033621,1968,120,I,,,52,I,,,,,,,,,,,,,,,391.8," ,I",,
UPM00033621,1969,131,I,,,56,I,,,,,,,,,,,,,,,539.9," ,I",,
UPM00033621,1970,142,I,,,75,I,,,,,,,,,,,,,,,824.2," ,I",,
UPM00033621,1971,120,I,,,62,I,,,,,,,,,,,,,,,568.9," ,I",,
UPM00033621,1972,89,I,,,56,I,,,,,,,,,,,,,,,458.1," ,I",,
UPM00033621,1973,137,I,,,62,I,,,,,,,,,,,,,,,625.6," ,I",,
UPM00033621,1974,110,I,,,47,I,,,,,,,,,,,,,,,436.2," ,I",,
UPM00033621,1977,134,I,,,76,I,,,,,,,,,,,,,,,655.4," ,I",,
UPM00033621,1979,111,I,,,56,I,,,,,,,,,,,,,,,503.2," ,I",,
UPM00033621,1980,138,I,,,68,I,,,,,,,,,,,,,,,715.2," ,I",,
UPM00033621,1982,97,I,,,45,I,,,,,,,,,,,,,,,431.9," ,I",,
UPM00033621,1984,105,I,,,54,I,,,,,,,,,,,,,,,511.7," ,I",,
UPM00033621,1985,119,I,,,58,I,,,,,,,,,,,,,,,521.8," ,I",,
UPM00033621,1986,94,I,,,52,I,,,,,,,,,,,,,,,518," ,I",,
UPM00033621,1987,98,I,,,46,I,,,,,,,,,,,,,,,424.3," ,I",,
UPM00033621,1988,116,I,,,65,I,,,,,,,,,,,,,,,516.5," ,I",,
UPM00033621,1989,110,I,,,46,I,,,,,,,,,,,,,,,429.1," ,I",,
UPM00033621,1990,102,I,,,44,I,,,,,,,,,,,,,,,431.6," ,I",,
UPM00033759,1961,103,I,,,47,I,,,,,,,,,,,,,,,393," ,I",,
UPM00033759,1962,111,I,,,51,I,,,,,,,,,,,,,,,539.1," ,I",,
UPM00033759,1963,89,I,,,48,I,,,,,,,,,,,,,,,405.6," ,I",,
UPM00033759,1964,87,I,,,37,I,,,,,,,,,,,,,,,323.4," ,I",,
UPM00033759,1965,97,I,,,50,I,,,,,,,,,,,,,,,494.6," ,I",,
UPM00033759,1966,136,I,,,73,I,,,,,,,,,,,,,,,692.3," ,I",,
UPM00033759,1967,99,I,,,43,I,,,,,,,,,,,,,,,373.6," ,I",,
UPM00033759,1968,112,I,,,59,I,,,,,,,,,,,,,,,569.5," ,I",,
UPM00033759,1969,119,I,,,48,I,,,,,,,,,,,,,,,432.9," ,I",,
UPM00033759,1970,129,I,,,56,I,,,,,,,,,,,,,,,617.7," ,I",,
UPM00033759,1971,122,I,,,53,I,,,,,,,,,,,,,,,611.4," ,I",,
UPM00033759,1972,97,I,,,44,I,,,,,,,,,,,,,,,407.2," ,I",,
UPM00033759,1973,114,I,,,47,I,,,,,,,,,,,,,,,482.6," ,I",,
UPM00033759,1974,101,I,,,39,I,,,,,,,,,,,,,,,499.4," ,I",,
UPM00033759,1975,81,I,,,37,I,,,,,,,,,,,,,,,295.2," ,I",,
UPM00033759,1977,112,I,,,52,I,,,,,,,,,,,,,,,550.2," ,I",,
UPM00033759,1979,112,I,,,57,I,,,,,,,,,,,,,,,552.9," ,I",,
UPM00033759,1980,121,I,,,71,I,,,,,,,,,,,,,,,600.5," ,I",,
UPM00033759,1981,122,I,,,66,I,,,,,,,,,,,,,,,624.4," ,I",,
UPM00033759,1982,81,I,,,42,I,,,,,,,,,,,,,,,386.6," ,I",,
UPM00033759,1984,132,I,,,59,I,,,,,,,,,,,,,,,603.3," ,I",,
UPM00033759,1985,97,I,,,47,I,,,,,,,,,,,,,,,537.3," ,I",,
UPM00033759,1986,87,I,,,37,I,,,,,,,,,,,,,,,326," ,I",,
UPM00033759,1987,116,I,,,61,I,,,,,,,,,,,,,,,544.9," ,I",,
UPM00033759,1988,114,I,,,57,I,,,,,,,,,,,,,,,758.4," ,I",,
UPM00033759,1990,94,I,,,44,I,,,,,,,,,,,,,,,389.7," ,I",,
UPM00033759,2001,,,,,,,,,,,0,u,101,u,,,,,,,,,,
UPM00033761,1962,120,I,,,59,I,,,,,,,,,,,,,,,604.3," ,I",,
UPM00033761,1963,105,I,,,47,I,,,,,,,,,,,,,,,484," ,I",,
UPM00033761,1964,106,I,,,39,I,,,,,,,,,,,,,,,436.5," ,I",,
UPM00033761,1966,156,I,,,77,I,,,,,,,,,,,,,,,717.7," ,I",,
UPM00033761,1967,142,I,,,44,I,,,,,,,,,,,,,,,460.6," ,I",,
UPM00033761,1968,141,I,,,59,I,,,,,,,,,,,,,,,611.2," ,I",,
UPM00033761,1969,137,I,,,52,I,,,,,,,,,,,,,,,473.9," ,I",,
UPM00033761,1970,143,I,,,62,I,,,,,,,,,,,,,,,716.9," ,I",,
UPM00033761,1971,145,I,,,56,I,,,,,,,,,,,,,,,600.4," ,I",,
UPM00033761,1972,107,I,,,46,I,,,,,,,,,,,,,,,473.8," ,I",,
UPM00033761,1973,113,I,,,40,I,,,,,,,,,,,,,,,502," ,I",,
UPM00033761,1974,110,I,,,44,I,,,,,,,,,,,,,,,452.5," ,I",,
UPM00033761,1975,105,I,,,38,I,,,,,,,,,,,,,,,321.2," ,I",,
UPM00033761,1977,131,I,,,59,I,,,,,,,,,,,,,,,633.5," ,I",,
UPM00033761,1979,134,I,,,64,I,,,,,,,,,,,,,,,698," ,I",,
UPM00033761,1980,127,I,,,73,I,,,,,,,,,,,,,,,697.4," ,I",,
UPM00033761,1982,97,I,,,54,I,,,,,,,,,,,,,,,455.2," ,I",,
UPM00033761,1984,140,I,,,65,I,,,,,,,,,,,,,,,675.1," ,I",,
UPM00033761,1985,124,I,,,55,I,,,,,,,,,,,,,,,628.5," ,I",,
UPM00033761,1986,94,I,,,41,I,,,,,,,,,,,,,,,331.4," ,I",,
UPM00033761,1987,116,I,,,50,I,,,,,,,,,,,,,,,441," ,I",,
UPM00033761,1988,114,I,,,52,I,,,,,,,,,,,,,,,580.7," ,I",,
UPM00033761,1990,99,I,,,48,I,,,,,,,,,,,,,,,459.8," ,I",,
UPM00033833,1961,99,I,,,39,I,,,,,,,,,,,,,,,349.2," ,I",,
UPM00033833,1962,100,I,,,43,I,,,,,,,,,,,,,,,379," ,I",,
UPM00033833,1963,86,I,,,40,I,,,,,,,,,,,,,,,435.6," ,I",,
UPM00033833,1964,76,I,,,32,I,,,,,,,,,,,,,,,348.4," ,I",,
UPM00033833,1965,92,I,,,46,I,,,,,,,,,,,,,,,441.7," ,I",,
UPM00033833,1977,111,I,,,58,I,,,,,,,,,,,,,,,538.7," ,I",,
UPM00033833,1979,85,I,,,48,I,,,,,,,,,,,,,,,479.5," ,I",,
UPM00033833,1980,114,I,,,58,I,,,,,,,,,,,,,,,593.4," ,I",,
UPM00033833,1982,76,I,,,34,I,,,,,,,,,,,,,,,348.1," ,I",,
UPM00033833,1984,99,I,,,56,I,,,,,,,,,,,,,,,504.1," ,I",,
UPM00033833,1985,102,I,,,54,I,,,,,,,,,,,,,,,556.6," ,I",,
UPM00033833,1986,80,I,,,42,I,,,,,,,,,,,,,,,314.3," ,I",,
UPM00033833,1987,88,I,,,39,I,,,,,,,,,,,,,,,360.9," ,I",,
UPM00033833,1988,89,I,,,52,I,,,,,,,,,,,,,,,507.8," ,I",,
UPM00033833,1990,76,I,,,40,I,,,,,,,,,,,,,,,559.8," ,I",,
UPM00033834,1961,89,I,,,41,I,,,,,,,,,,,,,,,369.1," ,I",,
UPM00033834,1962,104,I,,,53,I,,,,,,,,,,,,,,,560," ,I",,
UPM00033834,1963,96,I,,,39,I,,,,,,,,,,,,,,,454.4," ,I",,
UPM00033834,1964,89,I,,,40,I,,,,,,,,,,,,,,,467.2," ,I",,
UPM00033834,1965,94,I,,,42,I,,,,,,,,,,,,,,,388.3," ,I",,
UPM00033834,1966,146,I,,,64,I,,,,,,,,,,,,,,,595.5," ,I",,
UPM00033834,1967,115,I,,,49,I,,,,,,,,,,,,,,,422.3," ,I",,
UPM00033834,1968,99,I,,,48,I,,,,,,,,,,,,,,,532," ,I",,
UPM00033834,1969,125,I,,,55,I,,,,,,,,,,,,,,,596.9," ,I",,
UPM00033834,1970,128,I,,,50,I,,,,,,,,,,,,,,,533.1," ,I",,
UPM00033834,1971,126,I,,,56,I,,,,,,,,,,,,,,,605.2," ,I",,
UPM00033834,1972,102,I,,,44,I,,,,,,,,,,,,,,,463.7," ,I",,
UPM00033834,1973,102,I,,,47,I,,,,,,,,,,,,,,,476.6," ,I",,
UPM00033834,1974,105,I,,,48,I,,,,,,,,,,,,,,,456.3," ,I",,
UPM00033834,1975,76,I,,,39,I,,,,,,,,,,,,,,,348.9," ,I",,
UPM00033834,1977,102,I,,,48,I,,,,,,,,,,,,,,,531.6," ,I",,
UPM00033834,1979,102,I,,,45,I,,,,,,,,,,,,,,,549.1," ,I",,
UPM00033834,1980,134,I,,,81,I,,,,,,,,,,,,,,,690.3," ,I",,
UPM00033834,1981,102,I,,,56,I,,,,,,,,,,,,,,,652.3," ,I",,
UPM00033834,1982,82,I,,,45,I,,,,,,,,,,,,,,,435.3," ,I",,
UPM00033834,1984,127,I,,,60,I,,,,,,,,,,,,,,,575.3," ,I",,
UPM00033834,1985,102,I,,,55,I,,,,,,,,,,,,,,,593.4," ,I",,
UPM00033834,1986,86,I,,,41,I,,,,,,,,,,,,,,,341.9," ,I",,
UPM00033834,1987,108,I,,,44,I,,,,,,,,,,,,,,,453.7," ,I",,
UPM00033834,1988,106,I,,,55,I,,,,,,,,,,,,,,,581.5," ,I",,
UPM00033834,1990,74,I,,,40,I,,,,,,,,,,,,,,,397.2," ,I",,
UPM00033837,1961,101,r,,,55,r,,,,,0,r,73,r,31,r,114,r,2,r,433.8," ,r",,
UPM00033837,1962,95,r,,,44,r,,,,,0,r,88,r,23,r,106,r,2,r,430.2," ,r",,
UPM00033837,1963,83,r,,,44,r,,,,,8,r,107,r,54,r,127,r,4,r,428.5," ,r",,
UPM00033837,1964,73,r,,,31,r,,,,,0,r,100,r,36,r,97,r,0,r,286.3," ,r",,
UPM00033837,1965,88,r,,,44,r,,,,,0,r,91,r,31,r,102,r,1,r,491.2," ,r",,
UPM00033837,1966,129,r,,,62,r,,,,,0,r,51,r,8,r,95,r,4,r,609.3," ,r",,
UPM00033837,1967,114,r,,,49,r,,,,,1,r,82,r,32,r,112,r,2,r,424.7," ,r",,
UPM00033837,1968,98,r,,,51,r,,,,,0,r,91,r,36,r,117,r,2,r,547.3," ,r",,
UPM00033837,1969,121,r,,,50,r,,,,,0,r,103,r,61,r,116,r,0,r,565.1," ,r",,
UPM00033837,1970,125,r,,,56,r,,,,,0,r,70,r,22,r,98,r,1,r,678.7," ,r",,
UPM00033837,1971,115,r,,,47,r,,,,,0,r,77,r,17,r,102,r,5,r,523," ,r",,
UPM00033837,1972,88,r,,,39,r,,,,,3,r,92,r,44,r,119,r,6,r,348.1," ,r",,
UPM00033837,1973,106,r,,,45,r,,,,,0,r,88,r,27,r,96,r,0,r,438.6," ,r",,
UPM00033837,1974,92,r,,,42,r,,,,,0,r,78,r,20,r,99,r,0,r,426.2," ,r",,
UPM00033837,1975,70,r,,,30,r,,,,,0,r,72,r,10,r,127,r,2,r,317.2," ,r",,
UPM00033837,1976,109,r,,,50,r,,,,,1,r,95,r,35,r,82,r,0,r,517.5," ,r",,
UPM00033837,1977,113,r,,,54,r,,,,,0,r,70,r,29,r,94,r,0,r,529.2," ,r",,
UPM00033837,1978,115,r,,,49,r,,,,,0,r,80,r,33,r,92,r,0,r,473.6," ,r",,
UPM00033837,1979,95,r,,,46,r,,,,,0,r,70,r,31,r,123,r,1,r,487.1," ,r",,
UPM00033837,1980,118,r,,,58,r,,,,,0,r,93,r,37,r,79,r,0,r,616.4," ,r",,
UPM00033837,1981,99,r,,,54,r,,,,,0,r,62,r,11,r,102,r,2,r,558.5," ,r",,
UPM00033837,1982,77,r,,,37,r,,,,,0,r,82,r,29,r,108,r,0,r,327.7," ,r",,
UPM00033837,1983,70,r,,,27,r,,,,,0,r,76,r,24,r,123,r,0,r,246.5," ,r",,
UPM00033837,1984,107,r,,,46,r,,,,,0,r,89,r,39,r,103,r,0,r,484.2," ,r",,
UPM00033837,1985,105,r,,,42,r,,,,,5,r,112,r,64,r,99,r,0,r,446.6," ,r",,
UPM00033837,1986,87,r,,,43,r,,,,,0,r,97,r,41,r,125,r,1,r,405.6," ,r",,
UPM00033837,1987,102,r,,,41,r,,,,,0,r,102,r,56,r,94,r,1,r,348.6," ,r",,
UPM00033837,1989,68,r,,,22,r,,,,,0,r,54,r,7,r,102,r,0,r,310.2," ,r",,
UPM00033837,1990,85,r,,,36,r,,,,,0,r,45,r,10,r,103,r,0,r,402.9," ,r",,
UPM00033837,1991,91,r,,,37,r,,,,,0,r,94,r,29,r,97,r,3,r,346.3," ,r",,
UPM00033837,1992,83,r,,,35,r,,,,,0,r,77,r,33,r,109,r,3,r,349.5," ,r",,
UPM00033837,1993,,,,,,,,,,,,,,,,,,,,,,,,
UPM00033837,1994,83,r,,,34,r,,,,,1,r,82,r,22,r,129,r,4,r,346.7," ,r",,
UPM00033837,1995,,,,,,,,,,,,,,,,,,,,,,,,
UPM00033837,1996,105,r,,,44,r,,,,,0,r,95,r,62,r,112,r,6,r,412.1," ,r",,
UPM00033837,1997,116,r,,,54,r,,,,,0,r,84,r,27,r,103,r,0,r,674," ,r",,
UPM00033837,1998,93,r,,,42,r,,,,,0,r,91,r,28,r,119,r,9,r,488.5," ,r",,
UPM00033837,1999,103,r,,,43,r,,,,,0,r,69,r,14,r,129,r,9,r,397.6," ,r",,
UPM00033837,2000,89,r,,,42,r,,,,,0,r,73,r,14,r,120,r,4,r,482.4," ,r",,
UPM00033837,2001,100,r,,,45,r,,,,,0,r,79,r,31,r,111,r,11,r,474.1," ,r",,
UPM00033837,2002,82,r,,,38,r,,,,,0,r,65,r,34,r,118,r,10,r,505.2," ,r",,
UPM00033837,2003,101,r,,,43,r,,,,,0,r,101,r,38,r,127,r,2,r,494.8," ,r",,
UPM00033837,2004,104,r,,,56,r,,,,,0,r,73,r,19,r,101,r,0,r,595.6," ,r",,
UPM00033837,2005,88,r,,,46,r,,,,,0,r,67,r,18,r,136,r,3,r,467," ,r",,
UPM00033887,1961,83,I,,,43,I,,,,,,,,,,,,,,,446.2," ,I",,
UPM00033887,1962,86,I,,,44,I,,,,,,,,,,,,,,,444.7," ,I",,
UPM00033887,1964,80,I,,,37,I,,,,,,,,,,,,,,,445.2," ,I",,
UPM00033887,1965,94,I,,,43,I,,,,,,,,,,,,,,,401.2," ,I",,
UPM00033887,1966,124,I,,,62,I,,,,,,,,,,,,,,,690.8," ,I",,
UPM00033887,1967,110,I,,,40,I,,,,,,,,,,,,,,,412.2," ,I",,
UPM00033887,1968,118,I,,,51,I,,,,,,,,,,,,,,,518.7," ,I",,
UPM00033887,1970,107,I,,,47,I,,,,,,,,,,,,,,,421.3," ,I",,
UPM00033887,1971,108,I,,,53,I,,,,,,,,,,,,,,,519.2," ,I",,
UPM00033887,1972,111,I,,,47,I,,,,,,,,,,,,,,,728.9," ,I",,
UPM00033887,1973,104,I,,,47,I,,,,,,,,,,,,,,,411.7," ,I",,
UPM00033887,1974,105,I,,,42,I,,,,,,,,,,,,,,,546.4," ,I",,
UPM00033887,1977,108,I,,,46,I,,,,,,,,,,,,,,,437.5," ,I",,
UPM00033887,1979,103,I,,,45,I,,,,,,,,,,,,,,,587.2," ,I",,
UPM00033887,1980,125,I,,,66,I,,,,,,,,,,,,,,,649.7," ,I",,
UPM00033887,1981,106,I,,,49,I,,,,,,,,,,,,,,,575.5," ,I",,
UPM00033887,1982,90,I,,,35,I,,,,,,,,,,,,,,,298.5," ,I",,
UPM00033887,1984,131,I,,,60,I,,,,,,,,,,,,,,,572.6," ,I",,
UPM00033887,1985,98,I,,,44,I,,,,,,,,,,,,,,,580.8," ,I",,
UPM00033887,1986,98,I,,,43,I,,,,,,,,,,,,,,,434," ,I",,
UPM00033887,1987,103,I,,,45,I,,,,,,,,,,,,,,,474.8," ,I",,
UPM00033887,1988,101,I,,,50,I,,,,,,,,,,,,,,,520.5," ,I",,
UPM00033887,1990,92,I,,,41,I,,,,,,,,,,,,,,,354.4," ,I",,
UPM00033887,2001,,,,,,,,,,,0,u,97,u,,,,,,,,,,
UPM00033887,2003,,,,,,,,,,,0,u,106,u,30,u,147,u,15,u,,,,
